Bowler,Runs,PitchX,PitchY
CT Steel,0,6.4199628,0.2954749
CT Steel,0,6.6013801,-0.1388171
CT Steel,0,7.2729682,-0.3620553
AAP Atkinson,0,9.0699769,-0.4477611
AAP Atkinson,4,8.5334351,-0.1512439
AAP Atkinson,1,7.4131624,-0.3678243
AAP Atkinson,1,5.9144606,-0.0730244
AAP Atkinson,0,7.5360649,-0.2218383
AAP Atkinson,2,7.9211574,-0.4796382
AAP Atkinson,0,11.9117073,-0.4993275
AAP Atkinson,0,8.9457829,-0.3608247
AAP Atkinson,0,8.5956182,-0.6605138
AAP Atkinson,0,6.3154656,-0.1243225
AAP Atkinson,0,12.5732668,-0.298323
AAP Atkinson,0,5.4931108,-0.3087143
AAP Atkinson,0,6.9678365,-0.5913992
AAP Atkinson,0,4.9169082,-0.3374877
AAP Atkinson,0,11.1847855,-0.4635434
AAP Atkinson,0,10.9010564,-0.3627734
AAP Atkinson,0,11.4487808,-0.2616743
AAP Atkinson,4,11.8390165,-0.4265753
AAP Atkinson,0,10.8265947,-0.4152583
AAP Atkinson,0,12.1082498,-0.544681
AAP Atkinson,1,4.7190315,-0.0414984
CT Steel,1,8.7110037,-0.3582911
CT Steel,0,6.4786178,-0.2994654
CT Steel,0,8.5221066,-0.2487033
CT Steel,0,6.6664629,-0.0375023
CT Steel,0,5.3435664,-0.0586319
CT Steel,4,8.4109458,-0.2507535
CT Steel,1,4.4427665,-0.3673868
CT Steel,0,6.0378835,-0.3066745
CT Steel,0,5.861263,-0.2812048
CT Steel,0,5.8921077,-0.2322703
CT Steel,0,5.8377198,-0.2788307
CT Steel,0,6.373502,-0.384371
CT Steel,0,5.3076466,-0.1278375
J Overton,0,11.7656184,-0.5179022
J Overton,4,8.988872,-0.7416675
CT Steel,0,7.6117193,-0.4617092
CT Steel,0,5.4883397,-0.1452735
J Overton,0,7.6122028,-0.3874864
J Overton,0,14.9118448,-0.4176472
J Overton,0,12.1279892,-0.6755123
CT Steel,0,3.6529217,-0.0397935
CT Steel,0,5.311728,-0.3339588
J Overton,1,11.5859309,-0.3580685
CT Steel,0,4.9095864,-0.211664
CT Steel,0,3.460353,0.120738
CT Steel,2,5.9616245,-0.2243492
CT Steel,0,5.0370797,-0.1746202
J Overton,0,5.3904908,-0.1559572
J Overton,4,10.9625264,-0.4618209
CT Steel,2,5.6735401,-0.2707397
CT Steel,0,4.2203241,-0.2449699
CT Steel,2,3.6577978,-0.2043796
CT Steel,0,5.0077425,-0.24605
CT Steel,1,3.1850253,-0.4409589
CT Steel,0,5.6866827,-0.208981
KAJ Roach,1,6.6066741,-0.3725613
KAJ Roach,0,5.7975523,-0.8068452
KAJ Roach,0,7.1873048,-0.6408257
KAJ Roach,0,9.3732441,-0.3983856
J Clark,1,6.0595711,-0.3623239
KAJ Roach,0,6.301362,-0.2630704
J Clark,0,12.409081,-0.6359514
J Clark,0,6.6120464,-0.0889734
KAJ Roach,0,5.9580212,-0.4983577
KAJ Roach,0,5.1895982,-0.2813233
KAJ Roach,2,7.6830488,-0.495655
KAJ Roach,0,5.508464,-0.2949136
KAJ Roach,0,3.1025395,-0.3274287
J Clark,1,8.3959187,-0.7084849
J Clark,4,8.4330109,-0.6074707
J Clark,0,12.2113665,-0.5639268
J Clark,0,7.1909465,-0.3043256
KAJ Roach,0,5.0372964,-0.5085936
KAJ Roach,1,4.4641673,-0.2180983
KAJ Roach,0,5.7721064,-0.4431077
KAJ Roach,0,5.9148868,-0.5191574
KAJ Roach,2,5.9683008,-0.5450537
KAJ Roach,1,6.7426841,-0.1348815
KAJ Roach,0,8.2315341,-0.264084
KAJ Roach,0,3.4996613,-0.2690348
KAJ Roach,0,6.3856156,-0.2809183
KAJ Roach,0,7.5234938,-0.4210567
KAJ Roach,0,6.0627448,-0.3499657
KAJ Roach,0,7.9342466,-0.4255375
J Clark,1,6.7980308,-0.5039011
J Clark,0,12.5707818,-0.6494255
J Clark,0,6.0489184,-0.5975333
J Clark,0,7.6867825,-0.5731868
J Clark,0,5.4222897,-0.4744264
J Clark,0,7.3504113,-0.6487358
J Clark,0,5.4748639,-0.5518257
AAP Atkinson,0,7.4208064,-0.5284084
AAP Atkinson,0,6.4190299,-0.3879816
AAP Atkinson,1,7.4440275,-0.4941791
AAP Atkinson,0,6.6416796,-0.1237558
AAP Atkinson,0,10.4681456,-0.4214837
AAP Atkinson,1,6.436283,-0.167311
AAP Atkinson,0,7.0613969,-0.3450364
AAP Atkinson,0,8.1526577,-0.5374
AAP Atkinson,0,7.6908034,-0.4524429
AAP Atkinson,0,8.1714498,-0.4321378
AAP Atkinson,0,12.3092617,-0.3220453
AAP Atkinson,0,12.4592553,-0.6099884
AAP Atkinson,0,6.4761411,-0.470891
AAP Atkinson,0,5.3735997,-0.3518352
AAP Atkinson,0,10.5901842,-0.4049119
CT Steel,0,4.7289546,-0.406045
J Overton,0,10.1178762,-0.4404475
AAP Atkinson,0,7.1769543,-0.6856818
J Overton,1,10.1660141,0.4344267
J Overton,0,10.0014671,0.4060482
J Overton,0,5.5291852,0.0381271
AAP Atkinson,0,12.1604846,0.4888983
AAP Atkinson,0,6.6645837,-0.3898026
AAP Atkinson,0,10.0257859,-0.319139
J Overton,0,5.0057103,0.1983945
J Overton,0,10.3745229,0.4382161
J Overton,0,12.0451691,0.7888907
J Overton,0,10.1125779,-0.4407619
J Overton,1,9.3114842,-0.1718112
J Overton,0,8.7223878,-0.4480368
J Overton,1,8.064551,-0.4193894
J Overton,0,10.132282,0.3505773
CT Steel,0,4.2617327,0.099317
CT Steel,0,5.0593425,0.1539133
CT Steel,1,8.3958257,0.2152765
AAP Atkinson,0,10.7397854,-0.2600778
AAP Atkinson,0,12.4256022,-0.3834566
AAP Atkinson,4,7.7574775,-0.5408755
AAP Atkinson,0,12.4297337,-0.413066
AAP Atkinson,0,10.7474152,-0.4434666
AAP Atkinson,0,12.2389062,-0.5452627
AAP Atkinson,0,10.8603946,-0.4901542
CT Steel,0,5.8893634,0.0514456
CT Steel,0,6.3181466,-0.0378732
AAP Atkinson,0,10.0110071,-0.348106
AAP Atkinson,1,9.7996969,-0.1574813
AAP Atkinson,0,12.4454992,-0.3219057
AAP Atkinson,1,9.8666747,0.4961297
CT Steel,0,7.2968502,-0.1482015
AAP Atkinson,0,13.1746974,-0.2488497
AAP Atkinson,0,11.4208336,-0.1750163
AAP Atkinson,0,11.00674,-0.319217
AAP Atkinson,0,7.4715576,-0.3318594
AAP Atkinson,0,11.0598319,-0.2376001
C Overton,3,8.1561002,-0.6830038
C Overton,4,9.0151269,-0.5648077
C Overton,1,6.1038387,-0.6222491
C Overton,4,7.9079207,-0.591967
C Overton,1,4.7772757,-0.4810696
C Overton,1,7.5546316,-0.7091781
M Pretorius,1,8.7262825,-0.4457036
M Pretorius,2,9.1458469,-0.1104732
M Pretorius,4,5.9718684,-0.221262
C Overton,4,12.4863156,-0.3251638
M Pretorius,2,4.9905647,-0.292356
C Overton,2,4.492991,-0.587123
C Overton,0,2.2334336,-0.7649776
C Overton,0,2.6035657,-0.6097795
C Overton,2,3.4955116,-0.9444445
C Overton,6,5.0426426,-0.7319018
C Overton,2,2.7198071,-0.7785765
C Overton,1,3.342522,-0.8415463
M Pretorius,2,5.195457,-0.4588786
M Pretorius,2,12.0932563,-0.8028388
L Gregory,0,6.3472926,-0.9217593
L Gregory,2,10.0297852,-0.8627495
KL Aldridge,1,7.0858513,-0.2484803
KL Aldridge,6,11.580492,-0.6545179
KL Aldridge,0,8.5271567,-0.0561122
KL Aldridge,0,7.1824822,-0.3035827
KL Aldridge,1,10.9020981,-0.3742425
L Gregory,1,7.5003591,-0.8508324
L Gregory,0,6.3005525,-0.5116736
L Gregory,1,8.7737592,-0.9626364
L Gregory,1,9.460745,-0.6196712
L Gregory,2,12.2857713,-0.5728875
L Gregory,0,11.4754499,-0.5667145
L Gregory,0,7.5617216,-0.7316567
L Gregory,1,6.4194858,-0.8727126
KL Aldridge,1,9.7463312,-0.4649142
KL Aldridge,1,11.3154457,-0.8398059
KL Aldridge,1,12.940136,-0.4170526
KL Aldridge,1,10.5179707,-0.8114532
KL Aldridge,0,12.8768665,-0.67826
SM Boland,4,5.3356905,-0.3434804
SM Boland,0,7.0811664,-0.4760219
SM Boland,0,8.3260797,-0.4771752
SM Boland,0,7.0540373,-0.293501
SM Boland,0,7.6512238,-0.4386733
SM Boland,4,4.7530804,0.4268099
SM Boland,1,8.5556326,0.3080757
SM Boland,0,7.7473295,-0.4280608
SM Boland,0,8.3730607,-0.5214173
SM Boland,4,10.0192369,-0.6430666
SM Boland,4,9.777311,-0.5185442
MJ Potts,0,5.721375,0.3189539
SM Boland,1,7.3083512,-0.5481832
SM Boland,0,8.4307502,0.2793982
SM Boland,0,9.0957016,0.2970739
SM Boland,0,7.278809,0.3281985
SM Boland,0,7.0589812,0.3415321
SM Boland,4,6.1562515,-0.569064
BA Raine,0,6.1102064,-0.669084
BA Raine,1,12.7019776,-0.4330522
BA Raine,1,6.0852858,-0.1740218
BA Raine,0,4.2223124,0.1221022
BA Raine,4,6.5632051,0.4677373
BA Raine,1,6.0888139,-0.0815503
BA Carse,1,12.2114948,-0.5421251
BA Carse,0,6.8499198,-0.5156164
BA Carse,0,9.7791059,-0.7233848
BA Carse,1,7.2564231,0.1351385
BA Carse,4,5.3121384,0.3253407
BA Carse,1,7.4447256,0.2276003
BA Carse,0,8.7176352,0.5148519
BA Carse,0,6.3323106,0.3016054
BA Carse,0,8.7806765,0.4486414
BA Carse,0,8.3783439,0.2964547
BA Carse,1,8.6728187,0.3034061
BA Carse,0,8.7256941,0.2250004
BA Carse,6,10.1516455,-0.5691225
BA Carse,6,10.8869988,-0.2969655
BA Carse,1,10.2245307,0.3462961
SM Boland,1,11.1160282,0.4384225
SM Boland,0,7.7919482,0.4744092
SM Boland,0,8.3377904,0.3715154
SM Boland,0,8.4785799,0.2986374
SM Boland,0,7.3400632,0.3636913
SM Boland,0,9.026248,0.3188993
SM Boland,0,5.5742686,0.1568678
SM Boland,0,7.4598748,0.3982605
SM Boland,0,8.9919004,0.3574463
SM Boland,0,6.9664123,0.4567414
SM Boland,0,7.8920967,-0.3725137
SM Boland,0,7.088093,-0.2334067
SM Boland,4,7.8049189,-0.4751587
CN Ackermann,1,5.2556557,0.007894
CN Ackermann,1,4.258536,-0.1913997
CN Ackermann,1,6.3340564,0.0947137
CN Ackermann,1,4.839358,-0.0006936
CN Ackermann,6,5.7116271,0.0854245
CN Ackermann,4,4.4936468,0.2492685
CN Ackermann,0,4.9976987,0.2732324
CN Ackermann,0,5.5102763,0.1608917
CN Ackermann,0,3.9957521,0.1678369
CN Ackermann,0,4.9847406,-0.0427315
CN Ackermann,1,5.9454545,-0.3881508
CN Ackermann,1,6.7974434,0.3121474
CN Ackermann,0,4.4594519,-0.2709943
MJ Potts,0,11.6255349,-0.3211676
MJ Potts,0,7.3434008,0.4724341
MJ Potts,0,7.3309819,0.4066304
MJ Potts,0,8.2257976,0.5738487
MJ Potts,4,8.7802999,0.468694
MJ Potts,0,4.6355199,-0.3443752
MJ Potts,1,6.9524531,-0.4308098
MJ Potts,0,8.5615833,0.5155241
MJ Potts,0,7.9726911,0.420558
MJ Potts,0,6.8324082,0.5053504
MJ Potts,0,8.3042842,0.4298498
MJ Potts,1,8.414166,-0.2494604
MJ Potts,4,5.6618856,0.0755159
MJ Potts,0,5.4120553,0.3054169
MJ Potts,0,7.8181543,0.3266095
MJ Potts,0,4.7701275,0.3323228
CN Ackermann,0,0.8825384,0.0169244
CN Ackermann,0,4.2970333,0.0608957
CN Ackermann,0,5.2812696,0.0129644
CN Ackermann,0,3.8060968,0.003421
CN Ackermann,0,5.9513142,-0.2139097
CN Ackermann,0,6.42298,-0.2840288
CN Ackermann,0,6.5445562,-0.3597635
CN Ackermann,1,6.7017363,-0.288062
CN Ackermann,0,7.9572894,-0.3391933
CN Ackermann,0,6.1687172,-0.3635325
CN Ackermann,0,7.5012605,0.2050243
CN Ackermann,1,7.3381471,0.1694409
CN Ackermann,0,7.0831161,-0.5243138
CN Ackermann,0,7.1079038,-0.2054646
CN Ackermann,0,6.1732585,-0.4016387
CN Ackermann,6,4.7893493,-0.3583369
CN Ackermann,0,4.0535707,-0.4094104
MJ Potts,0,7.0242803,-0.8061472
MJ Potts,1,8.331822,-0.6056918
MJ Potts,0,8.7381852,0.3649846
MJ Potts,1,6.2867218,0.3307959
MJ Potts,1,9.1343926,-0.7084287
MJ Potts,1,7.80418,0.2087817
MJ Potts,0,6.929859,-0.6804682
MJ Potts,0,7.5680068,-0.3952894
MJ Potts,1,7.2719837,-0.6651768
MJ Potts,1,7.932079,-0.5012023
MJ Potts,0,7.6006255,0.3893575
MJ Potts,4,3.908233,0.0761877
BA Carse,1,9.1453968,-0.5894115
BA Carse,0,8.7114651,-0.4008473
BA Carse,0,4.6828127,-0.4255714
BA Carse,0,5.8752632,-0.5145548
BA Carse,1,8.0098865,-0.3624057
BA Carse,0,11.6766812,-0.6038728
BA Carse,4,4.7372872,0.1463954
BA Carse,0,6.6977108,-0.3258294
BA Carse,1,7.7732813,0.3372084
BA Carse,0,5.3410066,-0.4551323
BA Carse,2,5.3904689,0.0579278
BA Carse,0,6.9820766,0.2541616
BA Carse,1,5.7877393,0.050231
BA Carse,4,6.113474,-0.2725219
BA Carse,0,12.4711916,-0.5482832
BA Carse,0,7.1081527,0.1716486
BA Carse,0,12.9173837,-0.4196288
BA Carse,1,10.3771551,-0.3294856
MJ Potts,4,7.0432043,0.562175
MJ Potts,0,7.12407,0.1127083
MJ Potts,4,7.9338514,0.6168584
MJ Potts,4,4.3025447,0.4191516
MJ Potts,1,8.2061005,-0.2071789
MJ Potts,0,7.2311709,-0.2456089
MJ Potts,0,7.5616388,-0.1765471
MJ Potts,0,5.6959295,-0.2425917
MJ Potts,0,6.6031438,-0.1277759
MJ Potts,1,6.7794088,-0.0105716
MJ Potts,0,5.892266,0.4183804
MJ Potts,0,7.8629779,0.3199646
MJ Potts,0,7.2936538,0.47509
MJ Potts,0,8.608434,0.5111274
MJ Potts,0,6.7062048,0.5449571
MJ Potts,0,7.7207287,0.4461491
MJ Potts,1,8.1580183,0.399845
MJ Potts,0,6.097229,0.3730291
MJ Potts,0,5.8523285,0.161538
MJ Potts,0,6.3091107,0.3019103
MJ Potts,0,8.4398904,0.3864392
MJ Potts,0,6.8673558,0.556598
MJ Potts,0,6.3816398,0.3958487
MJ Potts,1,7.485467,-0.2583263
MJ Potts,1,10.0148821,0.4051202
MJ Potts,1,9.0050638,-0.4055099
MJ Potts,0,7.4965325,0.3640672
MJ Potts,0,5.0972926,0.1776246
BA Raine,0,8.8119966,0.5895359
BA Raine,4,8.9024045,0.4447452
BA Raine,0,7.8781464,0.650835
BA Raine,0,8.0940902,0.4344702
BA Raine,0,8.3816724,0.5513818
BA Raine,4,7.8757915,-0.2204247
BA Raine,1,5.5621639,-0.3367142
BA Raine,1,8.3094762,0.5041882
BA Raine,0,7.2231287,-0.4378346
BA Raine,1,7.786472,-0.2219258
BA Raine,0,6.9158886,0.4015139
BA Raine,1,7.0501058,0.1767335
BA Raine,0,9.0690389,-0.3087128
BA Raine,1,7.0524072,-0.1833829
BA Raine,1,12.0936553,0.5460449
BA Raine,0,6.6191386,0.4404391
BA Raine,0,7.2595105,0.4593214
BA Raine,1,6.7777896,0.6439622
BA Raine,0,5.5823821,0.4561872
BA Raine,0,8.7602091,0.0569386
BA Carse,0,7.296923,0.3824226
BA Carse,4,10.207143,0.5041779
BA Carse,1,5.317922,0.0128268
BA Carse,1,10.1021128,0.6133496
BA Carse,0,6.5790415,0.3031478
BA Carse,0,2.2139999,0.2565979
BA Carse,2,8.1809584,0.5250979
BA Carse,0,6.0514064,0.3193612
BA Carse,1,7.2765483,0.6143719
BA Carse,1,10.3657062,0.4987246
BA Carse,1,4.3172352,0.3534392
BA Carse,1,10.302511,0.5276863
BA Carse,0,10.3862733,0.4116158
BA Carse,1,6.5794055,0.097402
BA Carse,1,8.4588206,0.4057319
BA Carse,1,5.8825883,0.2043518
BA Carse,1,7.6426845,0.3423815
BA Carse,4,3.7674509,-0.017218
BA Carse,0,7.7205675,0.3872647
BA Carse,0,12.5151384,0.90848
BA Carse,1,9.0149424,0.4129158
CN Ackermann,4,6.8738819,0.3435676
CN Ackermann,0,6.0357513,0.3568195
CN Ackermann,1,7.5328084,0.3587341
CN Ackermann,4,5.4435917,0.2631576
CN Ackermann,0,6.3577356,0.7023037
CN Ackermann,1,5.3794331,0.5281243
CN Ackermann,1,5.8720492,0.5200409
CN Ackermann,1,5.7580998,0.7150103
CN Ackermann,0,5.4045472,0.7932379
CN Ackermann,0,4.0338868,0.6301572
CN Ackermann,1,5.6344604,0.6634507
CN Ackermann,1,5.7425117,0.925142
CN Ackermann,1,6.4251501,0.6792411
CN Ackermann,1,6.6895012,0.4518455
CN Ackermann,1,3.0175285,0.6802454
CN Ackermann,0,5.6722058,0.4361308
CN Ackermann,0,5.4162617,0.8249444
CN Ackermann,1,4.2311999,0.782222
CN Ackermann,1,3.9668586,0.8778411
CN Ackermann,0,3.8178255,0.8787418
CN Ackermann,0,6.0486654,0.6829346
CN Ackermann,0,6.8569605,0.4462435
CN Ackermann,4,3.8176696,0.2937128
CN Ackermann,0,5.385098,0.9393814
CN Ackermann,3,4.8680212,0.8733547
CN Ackermann,4,6.625745,0.5706802
CN Ackermann,4,4.3744823,0.2339013
CN Ackermann,1,6.5602504,0.9407619
CN Ackermann,0,3.9037956,0.4200216
C Rushworth,0,8.4463089,-0.2813753
C Rushworth,0,8.1392556,-0.2134825
C Rushworth,0,8.0799484,-0.2268273
C Rushworth,0,6.3389062,-0.1295074
C Rushworth,0,8.1014254,-0.139405
C Rushworth,0,6.4916316,-0.0199643
CN Miles,2,4.1749721,0.3336794
CN Miles,0,6.5661009,0.0369846
CN Miles,1,2.8902279,0.1959505
CN Miles,2,5.0637274,0.7255091
CN Miles,0,7.8488724,0.7144642
CN Miles,0,6.2221315,-0.3439309
CN Miles,0,7.7911833,-0.2255712
CN Miles,0,6.175668,-0.2556205
CN Miles,0,12.4804066,-0.6156364
CN Miles,0,6.1267745,-0.0450173
CN Miles,1,6.2234936,-0.13341
CN Miles,0,5.3566834,0.4129093
CN Miles,1,5.3526694,0.09287
CN Miles,1,8.9705848,-0.178159
CN Miles,0,6.7090792,0.4152853
RM Yates,1,7.7256625,-0.33306
RM Yates,0,6.5613832,0.5166538
RM Yates,2,5.3268919,0.5550189
RM Yates,0,4.341126,0.511742
RM Yates,0,5.333008,0.5338247
RM Yates,0,5.5479232,0.4225388
RM Yates,1,4.0483658,0.3678597
RM Yates,0,4.8402113,-0.5822599
RM Yates,0,6.2355705,-0.1388911
RM Yates,2,6.602798,-0.0067168
RM Yates,1,5.982527,0.5973433
RM Yates,0,5.2144484,-0.1760072
RM Yates,2,5.0871091,0.0636715
RM Yates,0,5.8341019,0.4490723
RM Yates,0,4.0331332,0.3819494
RM Yates,1,7.2955768,0.7245184
RM Yates,0,5.1709802,-0.2158701
RM Yates,0,4.559133,-0.1601347
RM Yates,0,5.3230072,0.5244591
RM Yates,0,4.8069248,0.4444085
RM Yates,0,6.189319,0.4333895
RM Yates,0,5.116731,0.5841013
RM Yates,1,5.3021129,0.5521285
RM Yates,0,5.2855479,-0.4853203
RM Yates,0,6.2062739,-0.3302454
RM Yates,0,6.5791697,-0.2388247
RM Yates,1,5.5596594,-0.4013521
RM Yates,4,6.2699643,0.442055
RM Yates,1,8.4454177,-0.4525587
RM Yates,0,4.9893155,0.4319123
RM Yates,0,5.497997,-0.0978017
RM Yates,0,6.6067483,-0.2812021
RM Yates,1,6.4336051,0.6092924
RM Yates,0,5.3903721,-0.193819
RM Yates,1,7.3540207,-0.3454535
RM Yates,1,4.4943627,0.4855844
C Rushworth,0,7.2117102,0.5410579
C Rushworth,2,9.4587823,0.6740783
C Rushworth,0,7.0266597,0.350819
C Rushworth,1,5.3565899,0.9172511
C Rushworth,4,8.839438,-0.1258126
C Rushworth,2,6.2357299,-0.0523442
C Rushworth,1,8.133793,0.4508229
C Rushworth,4,8.3227821,-0.1578277
C Rushworth,1,5.9142655,0.118937
C Rushworth,0,8.62939,-0.0449349
C Rushworth,1,4.8284994,0.427048
CN Miles,4,9.2456287,0.0854905
CN Miles,1,9.0586566,0.1588152
CN Miles,0,7.3834869,0.0956779
CN Miles,4,17.4032625,-0.0951589
CN Miles,0,7.1674799,0.1399322
CN Miles,4,12.3731274,-0.3524752
CN Miles,0,7.577959,0.1345429
CN Miles,2,7.168706,-0.0646915
CN Miles,0,8.7292365,-0.0206382
CN Miles,0,9.0612912,0.0024845
CN Miles,0,8.8762419,-0.1676207
CN Miles,4,11.7966996,-0.5730038
CN Miles,1,8.925513,-0.3498472
CN Miles,0,7.2816443,-0.003495
CN Miles,0,7.504326,0.0673951
CN Miles,0,7.120122,-0.0294392
CN Miles,0,7.5685001,-0.2019449
CN Miles,1,9.1504146,-0.38295
CN Miles,1,4.7657085,0.1619915
CN Miles,1,10.714788,-0.3792246
CN Miles,0,7.1029464,-0.0765859
CN Miles,1,7.910317,-0.2638584
CN Miles,1,8.7505149,0.1253107
CN Miles,0,7.2703455,-0.0645151
CN Miles,4,11.0388444,-0.315788
CN Miles,1,12.6614964,-0.2482307
CN Miles,1,8.5133756,-0.1131624
CN Miles,0,12.7208802,0.0206992
CN Miles,0,7.5107476,-0.1667625
RM Yates,0,3.7919509,0.0901525
RM Yates,0,2.2802588,0.1146853
RM Yates,0,7.12472,-0.438131
RM Yates,0,5.6860669,-0.6118937
RM Yates,0,5.4609326,-0.3494384
RM Yates,0,6.9870952,-0.0811772
RM Yates,0,3.4225179,-0.4377086
RM Yates,0,7.2908609,-0.1844695
RM Yates,0,3.8505126,-0.2468149
RM Yates,0,3.9312845,-0.3356447
RM Yates,0,6.1459287,0.4997797
RM Yates,1,3.9218608,0.0427951
RM Yates,0,6.6892269,-0.4579238
RM Yates,0,6.2176616,-0.4124349
RM Yates,0,4.8407894,0.04354
RM Yates,1,4.0981276,0.2960575
RM Yates,0,4.4758319,-0.6470874
RM Yates,0,4.8390522,-0.2941172
RM Yates,1,3.4918523,-0.3538344
RM Yates,1,3.9604281,0.5385928
RM Yates,1,3.9625275,-0.2317007
WMH Rhodes,0,9.0359142,0.3273019
WMH Rhodes,0,5.8264024,0.5567438
WMH Rhodes,0,8.4666276,0.3439523
WMH Rhodes,0,8.7373611,0.5031912
WMH Rhodes,0,8.5130372,-0.4070666
WMH Rhodes,0,8.6776995,-0.5473287
WMH Rhodes,0,7.4247717,-0.3951965
WMH Rhodes,0,5.897799,-0.3314784
WMH Rhodes,3,7.5230108,-0.335149
WMH Rhodes,0,5.9493914,-0.1506005
WMH Rhodes,0,7.7033764,-0.4391417
WMH Rhodes,0,6.6757572,-0.1249711
WMH Rhodes,0,5.057083,-0.0618099
WMH Rhodes,1,12.7036749,-0.5290539
WMH Rhodes,0,9.5486257,-0.3330086
WMH Rhodes,0,8.4063761,-0.4320535
WMH Rhodes,0,8.0406186,-0.1579094
WMH Rhodes,0,8.5828645,-0.489079
RM Yates,2,3.952794,0.059263
RM Yates,1,4.0094982,-0.4210836
RM Yates,4,3.7027312,-0.3298177
RM Yates,0,7.726551,-0.3391191
RM Yates,0,6.4534405,-0.6544611
RM Yates,0,5.2051656,-0.1563762
RM Yates,1,4.263232,-0.087992
RM Yates,1,5.6757045,-0.2946713
RM Yates,0,4.5660881,0.2024692
RM Yates,0,4.1299418,0.2031262
RM Yates,0,4.0456398,0.2886511
RM Yates,0,5.5568879,0.4368926
RM Yates,2,5.3650139,0.3531997
RM Yates,0,6.861438,-0.1490015
RM Yates,2,5.5979299,-0.4699306
RM Yates,0,4.0520908,0.0693933
RM Yates,1,5.4787292,-0.004793
RM Yates,0,4.690852,0.2900601
RM Yates,1,2.3602407,-0.1254668
RM Yates,0,5.5439196,0.3538469
RM Yates,0,6.739564,0.3842496
RM Yates,0,4.5875588,0.2800054
RM Yates,4,3.6900818,0.0130153
RM Yates,0,5.1158092,0.4597416
RM Yates,0,4.7413848,0.469848
RM Yates,0,5.5058933,0.453247
RM Yates,4,6.6497312,0.5171342
RM Yates,0,3.5233447,0.2544572
RM Yates,0,5.5298711,0.2718574
RM Yates,0,4.7591928,0.2914346
RM Yates,0,4.7613908,-0.4044713
RM Yates,0,4.5385903,-0.2205813
RM Yates,0,3.6602093,-0.2272769
RM Yates,0,5.3164416,0.086698
RM Yates,4,4.890201,0.5000019
RM Yates,1,6.497657,0.2151734
RM Yates,0,5.1308125,-0.5299169
RM Yates,0,2.7843373,-0.0138313
RM Yates,0,4.9356069,0.4052014
RM Yates,6,5.5476965,0.3683619
RM Yates,0,5.135296,-0.3700252
RM Yates,0,4.3959261,0.7537421
RM Yates,4,8.4555694,-0.3040313
RM Yates,0,4.4564762,-0.636576
RM Yates,0,6.990087,-0.5991965
RM Yates,0,5.1836288,-0.7063865
RM Yates,0,4.7731231,-0.5506791
RM Yates,0,4.5772677,-0.0858719
RM Yates,1,6.7566584,-0.5682913
RM Yates,0,6.1167586,-0.6882249
RM Yates,0,4.7458349,-0.6075621
RM Yates,0,2.2250676,-0.3729055
RM Yates,0,4.5361007,-0.6083688
RM Yates,0,5.7315009,-0.4062842
RM Yates,0,5.1491566,-0.4031239
RM Yates,0,3.9609903,-0.2720125
OJ Hannon-Dalby,1,7.3464696,0.4042764
OJ Hannon-Dalby,0,7.9841968,0.6067227
OJ Hannon-Dalby,0,8.1496609,0.5941602
OJ Hannon-Dalby,1,7.6143703,0.5109583
OJ Hannon-Dalby,0,6.3025466,0.7428751
OJ Hannon-Dalby,0,6.4474698,-0.2933639
OJ Hannon-Dalby,0,5.0526457,0.0070536
OJ Hannon-Dalby,0,6.4053397,-0.2849596
OJ Hannon-Dalby,0,7.2291437,-0.2709857
OJ Hannon-Dalby,1,8.1125768,-0.133187
OJ Hannon-Dalby,1,7.8616057,0.4988718
OJ Hannon-Dalby,0,8.4930672,-0.4872814
DR Briggs,0,4.9782536,-0.2230958
DR Briggs,0,4.9048603,-0.1773493
DR Briggs,0,6.1996083,-0.0936799
DR Briggs,0,5.74209,-0.2067238
DR Briggs,0,5.3001732,-0.1366048
DR Briggs,0,4.7508355,0.0257363
DR Briggs,0,6.5054659,-0.3326461
DR Briggs,1,6.5608976,-0.4352924
DR Briggs,0,4.4431709,-0.0260984
DR Briggs,0,6.7870572,-0.3439513
DR Briggs,0,4.6263388,-0.1016864
OJ Hannon-Dalby,0,7.2220676,0.3463208
OJ Hannon-Dalby,1,7.0302948,0.45347
OJ Hannon-Dalby,0,4.7913996,0.4188633
OJ Hannon-Dalby,0,7.3171894,0.4276686
OJ Hannon-Dalby,1,5.4355517,0.3544015
CN Miles,0,8.1102085,-0.2975861
CN Miles,1,7.4228404,-0.1080967
CN Miles,0,6.6676856,-0.1161221
CN Miles,0,9.0746813,-0.2993404
CN Miles,4,9.591742,-0.6457469
CN Miles,0,8.2729115,-0.1592007
CN Miles,0,8.961141,-0.3378372
CN Miles,0,10.3006365,-0.3219949
CN Miles,0,9.0431467,-0.3228159
CN Miles,0,7.2561658,-0.2001952
CN Miles,0,13.0885639,-0.4513533
CN Miles,0,6.7126935,-0.0701373
CN Miles,1,7.8272304,0.2573157
CN Miles,2,9.943591,0.3122143
CN Miles,2,4.2169075,0.1701133
CN Miles,0,10.8384032,0.5030047
CN Miles,0,12.2099271,0.5091471
CN Miles,3,4.6260467,-0.0441087
DR Briggs,0,5.034333,-0.2005334
DR Briggs,2,3.766757,-0.5098061
DR Briggs,0,3.7433208,-0.0976791
DR Briggs,1,5.9067543,-0.2333243
DR Briggs,1,3.873318,-0.1411601
